,time,rank,artist,song,sales
4433,02/20/2017 23:44,2,Bruno Mars,That’s What I Like,12672
4434,02/20/2017 23:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11079
4435,02/20/2017 23:44,4,Kygo & Selena Gomez,It Ain't Me,10398
4436,02/20/2017 23:44,5,Lana Del Rey,Love,10381
4437,02/20/2017 23:44,10,Ed Sheeran,How Would You Feel (Paean),7011
4438,02/20/2017 23:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5949
4439,02/20/2017 23:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4528
4440,02/20/2017 23:44,30,LINKIN PARK & Kiiara,Heavy,3785
4441,02/20/2017 23:44,40,Fitz & The Tantrums,HandClap,2946
4442,02/20/2017 23:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2534
4443,02/20/2017 23:44,60,John Legend,Love Me Now,2040
4444,02/20/2017 23:44,70,Ed Sheeran,Thinking Out Loud,1610
4445,02/20/2017 23:44,80,Maren Morris,My Church,1438
4446,02/20/2017 23:44,90,Thomas Rhett,Star of the Show,1353
4447,02/20/2017 23:44,100,Khalid,Location,1226
4448,02/21/2017 00:14,1,Ed Sheeran,Shape of You,23126
4449,02/21/2017 00:14,2,Bruno Mars,That’s What I Like,12664
4450,02/21/2017 00:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11072
4451,02/21/2017 00:14,4,Kygo & Selena Gomez,It Ain't Me,10392
4452,02/21/2017 00:14,5,Lana Del Rey,Love,10375
4453,02/21/2017 00:14,10,Ed Sheeran,How Would You Feel (Paean),7007
4454,02/21/2017 00:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5945
4455,02/21/2017 00:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4525
4456,02/21/2017 00:14,30,LINKIN PARK & Kiiara,Heavy,3783
4457,02/21/2017 00:14,40,Fitz & The Tantrums,HandClap,2944
4458,02/21/2017 00:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2532
4459,02/21/2017 00:14,60,John Legend,Love Me Now,2038
4460,02/21/2017 00:14,70,Ed Sheeran,Thinking Out Loud,1609
4461,02/21/2017 00:14,80,Maren Morris,My Church,1437
4462,02/21/2017 00:14,90,Thomas Rhett,Star of the Show,1352
4463,02/21/2017 00:14,100,Khalid,Location,1225
4464,02/21/2017 00:44,1,Ed Sheeran,Shape of You,23112
4465,02/21/2017 00:44,2,Bruno Mars,That’s What I Like,12656
4466,02/21/2017 00:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11065
4467,02/21/2017 00:44,4,Kygo & Selena Gomez,It Ain't Me,10385
4468,02/21/2017 00:44,5,Lana Del Rey,Love,10368
4469,02/21/2017 00:44,10,Ed Sheeran,How Would You Feel (Paean),7003
4470,02/21/2017 00:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5942
4471,02/21/2017 00:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4523
4472,02/21/2017 00:44,30,LINKIN PARK & Kiiara,Heavy,3781
4473,02/21/2017 00:44,40,Fitz & The Tantrums,HandClap,2943
4474,02/21/2017 00:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2531
4475,02/21/2017 00:44,60,John Legend,Love Me Now,2037
4476,02/21/2017 00:44,70,Ed Sheeran,Thinking Out Loud,1608
4477,02/21/2017 00:44,80,Maren Morris,My Church,1436
4478,02/21/2017 00:44,90,Thomas Rhett,Star of the Show,1351
4479,02/21/2017 00:44,100,Khalid,Location,1224
4480,02/21/2017 01:14,1,Ed Sheeran,Shape of You,23099
4481,02/21/2017 01:14,2,Bruno Mars,That’s What I Like,12649
4482,02/21/2017 01:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11059
4483,02/21/2017 01:14,4,Kygo & Selena Gomez,It Ain't Me,10379
4484,02/21/2017 01:14,5,Lana Del Rey,Love,10362
4485,02/21/2017 01:14,10,Ed Sheeran,How Would You Feel (Paean),6998
4486,02/21/2017 01:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5938
4487,02/21/2017 01:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4520
4488,02/21/2017 01:14,30,LINKIN PARK & Kiiara,Heavy,3778
4489,02/21/2017 01:14,40,Fitz & The Tantrums,HandClap,2941
4490,02/21/2017 01:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2529
4491,02/21/2017 01:14,60,John Legend,Love Me Now,2036
4492,02/21/2017 01:14,70,Ed Sheeran,Thinking Out Loud,1607
4493,02/21/2017 01:14,80,Maren Morris,My Church,1435
4494,02/21/2017 01:14,90,Thomas Rhett,Star of the Show,1351
4495,02/21/2017 01:14,100,Khalid,Location,1224
4496,02/21/2017 01:44,1,Ed Sheeran,Shape of You,23409
4497,02/21/2017 01:44,2,Bruno Mars,That’s What I Like,12793
4498,02/21/2017 01:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11202
4499,02/21/2017 01:44,4,Lana Del Rey,Love,10610
4500,02/21/2017 01:44,5,Kygo & Selena Gomez,It Ain't Me,10570
4501,02/21/2017 01:44,10,Ed Sheeran,How Would You Feel (Paean),7110
4502,02/21/2017 01:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),6012
4503,02/21/2017 01:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4583
4504,02/21/2017 01:44,30,LINKIN PARK & Kiiara,Heavy,3869
4505,02/21/2017 01:44,40,Fitz & The Tantrums,HandClap,2978
4506,02/21/2017 01:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2580
4507,02/21/2017 01:44,60,John Legend,Love Me Now,2075
4508,02/21/2017 01:44,70,Ed Sheeran,Thinking Out Loud,1635
4509,02/21/2017 01:44,80,Maren Morris,My Church,1454
4510,02/21/2017 01:44,90,Travis Scott,goosebumps,1369
4511,02/21/2017 01:44,100,TWICE,Knock Knock,1223
4512,02/21/2017 02:14,1,Ed Sheeran,Shape of You,23396
4513,02/21/2017 02:14,2,Bruno Mars,That’s What I Like,12786
4514,02/21/2017 02:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11195
4515,02/21/2017 02:14,4,Lana Del Rey,Love,10604
4516,02/21/2017 02:14,5,Kygo & Selena Gomez,It Ain't Me,10564
4517,02/21/2017 02:14,10,Ed Sheeran,How Would You Feel (Paean),7106
4518,02/21/2017 02:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),6009
4519,02/21/2017 02:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4581
4520,02/21/2017 02:14,30,LINKIN PARK & Kiiara,Heavy,3867
4521,02/21/2017 02:14,40,Fitz & The Tantrums,HandClap,2976
4522,02/21/2017 02:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2579
4523,02/21/2017 02:14,60,John Legend,Love Me Now,2073
4524,02/21/2017 02:14,70,Ed Sheeran,Thinking Out Loud,1634
4525,02/21/2017 02:14,80,Maren Morris,My Church,1454
4526,02/21/2017 02:14,90,Travis Scott,goosebumps,1368
4527,02/21/2017 02:14,100,TWICE,Knock Knock,1222
4528,02/21/2017 02:44,1,Ed Sheeran,Shape of You,23383
4529,02/21/2017 02:44,2,Bruno Mars,That’s What I Like,12779
4530,02/21/2017 02:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11189
4531,02/21/2017 02:44,4,Lana Del Rey,Love,10598
4532,02/21/2017 02:44,5,Kygo & Selena Gomez,It Ain't Me,10558
4533,02/21/2017 02:44,10,Ed Sheeran,How Would You Feel (Paean),7102
4534,02/21/2017 02:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),6006
4535,02/21/2017 02:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4578
4536,02/21/2017 02:44,30,LINKIN PARK & Kiiara,Heavy,3865
4537,02/21/2017 02:44,40,Fitz & The Tantrums,HandClap,2974
4538,02/21/2017 02:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2578
4539,02/21/2017 02:44,60,John Legend,Love Me Now,2072
4540,02/21/2017 02:44,70,Ed Sheeran,Thinking Out Loud,1633
4541,02/21/2017 02:44,80,Maren Morris,My Church,1453
4542,02/21/2017 02:44,90,Travis Scott,goosebumps,1367
4543,02/21/2017 02:44,100,TWICE,Knock Knock,1222
4544,02/21/2017 03:14,1,Ed Sheeran,Shape of You,23371
4545,02/21/2017 03:14,2,Bruno Mars,That’s What I Like,12772
4546,02/21/2017 03:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11183
4547,02/21/2017 03:14,4,Lana Del Rey,Love,10593
4548,02/21/2017 03:14,5,Kygo & Selena Gomez,It Ain't Me,10553
4549,02/21/2017 03:14,10,Ed Sheeran,How Would You Feel (Paean),7098
4550,02/21/2017 03:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),6002
4551,02/21/2017 03:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4576
4552,02/21/2017 03:14,30,LINKIN PARK & Kiiara,Heavy,3863
4553,02/21/2017 03:14,40,Fitz & The Tantrums,HandClap,2973
4554,02/21/2017 03:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2576
4555,02/21/2017 03:14,60,John Legend,Love Me Now,2071
4556,02/21/2017 03:14,70,Ed Sheeran,Thinking Out Loud,1632
4557,02/21/2017 03:14,80,Maren Morris,My Church,1452
4558,02/21/2017 03:14,90,Travis Scott,goosebumps,1367
4559,02/21/2017 03:14,100,TWICE,Knock Knock,1221
4560,02/21/2017 03:44,1,Ed Sheeran,Shape of You,23359
4561,02/21/2017 03:44,2,Bruno Mars,That’s What I Like,12766
4562,02/21/2017 03:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11178
4563,02/21/2017 03:44,4,Lana Del Rey,Love,10587
4564,02/21/2017 03:44,5,Kygo & Selena Gomez,It Ain't Me,10547
4565,02/21/2017 03:44,10,Ed Sheeran,How Would You Feel (Paean),7094
4566,02/21/2017 03:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5999
4567,02/21/2017 03:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4574
4568,02/21/2017 03:44,30,LINKIN PARK & Kiiara,Heavy,3861
4569,02/21/2017 03:44,40,Fitz & The Tantrums,HandClap,2971
4570,02/21/2017 03:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2575
4571,02/21/2017 03:44,60,John Legend,Love Me Now,2070
4572,02/21/2017 03:44,70,Ed Sheeran,Thinking Out Loud,1631
4573,02/21/2017 03:44,80,Maren Morris,My Church,1451
4574,02/21/2017 03:44,90,Travis Scott,goosebumps,1366
4575,02/21/2017 03:44,100,TWICE,Knock Knock,1220
4576,02/21/2017 04:14,1,Ed Sheeran,Shape of You,22405
4577,02/21/2017 04:14,2,Bruno Mars,That’s What I Like,12256
4578,02/21/2017 04:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10716
4579,02/21/2017 04:14,4,Lana Del Rey,Love,10656
4580,02/21/2017 04:14,5,Kygo & Selena Gomez,It Ain't Me,10327
4581,02/21/2017 04:14,10,Bruno Mars,24K Magic,6818
4582,02/21/2017 04:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5763
4583,02/21/2017 04:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4392
4584,02/21/2017 04:14,30,Keith Urban,The Fighter (feat. Carrie Underwood),3859
4585,02/21/2017 04:14,40,DJ Khaled,Shining (feat. Beyoncé & JAY Z),2937
4586,02/21/2017 04:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2497
4587,02/21/2017 04:14,60,Future,Draco,2018
4588,02/21/2017 04:14,70,Ed Sheeran,Thinking Out Loud,1600
4589,02/21/2017 04:14,80,Disturbed,The Sound of Silence,1398
4590,02/21/2017 04:14,90,Travis Scott,goosebumps,1335
4591,02/21/2017 04:14,100,Khalid,Location,1220
4592,02/21/2017 04:44,1,Ed Sheeran,Shape of You,22908
4593,02/21/2017 04:44,2,Bruno Mars,That’s What I Like,12531
4594,02/21/2017 04:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10956
4595,02/21/2017 04:44,4,Lana Del Rey,Love,10895
4596,02/21/2017 04:44,5,Kygo & Selena Gomez,It Ain't Me,10559
4597,02/21/2017 04:44,10,Bruno Mars,24K Magic,6971
4598,02/21/2017 04:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5892
4599,02/21/2017 04:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4491
4600,02/21/2017 04:44,30,Keith Urban,The Fighter (feat. Carrie Underwood),3946
4601,02/21/2017 04:44,40,DJ Khaled,Shining (feat. Beyoncé & JAY Z),3003
4602,02/21/2017 04:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2553
4603,02/21/2017 04:44,60,Future,Draco,2064
4604,02/21/2017 04:44,70,Ed Sheeran,Thinking Out Loud,1636
4605,02/21/2017 04:44,80,Disturbed,The Sound of Silence,1429
4606,02/21/2017 04:44,90,Travis Scott,goosebumps,1365
4607,02/21/2017 04:44,100,MercyMe,Even If,1219
4608,02/21/2017 05:14,1,Ed Sheeran,Shape of You,22897
4609,02/21/2017 05:14,2,Bruno Mars,That’s What I Like,12525
4610,02/21/2017 05:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10951
4611,02/21/2017 05:14,4,Lana Del Rey,Love,10890
4612,02/21/2017 05:14,5,Kygo & Selena Gomez,It Ain't Me,10554
4613,02/21/2017 05:14,10,Bruno Mars,24K Magic,6968
4614,02/21/2017 05:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5889
4615,02/21/2017 05:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4489
4616,02/21/2017 05:14,30,Keith Urban,The Fighter (feat. Carrie Underwood),3944
4617,02/21/2017 05:14,40,DJ Khaled,Shining (feat. Beyoncé & JAY Z),3002
4618,02/21/2017 05:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2552
4619,02/21/2017 05:14,60,Future,Draco,2063
4620,02/21/2017 05:14,70,Ed Sheeran,Thinking Out Loud,1635
4621,02/21/2017 05:14,80,Disturbed,The Sound of Silence,1428
4622,02/21/2017 05:14,90,Travis Scott,goosebumps,1364
4623,02/21/2017 05:14,100,MercyMe,Even If,1219
4624,02/21/2017 05:44,1,Ed Sheeran,Shape of You,22887
4625,02/21/2017 05:44,2,Bruno Mars,That’s What I Like,12519
4626,02/21/2017 05:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10946
4627,02/21/2017 05:44,4,Lana Del Rey,Love,10885
4628,02/21/2017 05:44,5,Kygo & Selena Gomez,It Ain't Me,10550
4629,02/21/2017 05:44,10,Bruno Mars,24K Magic,6965
4630,02/21/2017 05:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5887
4631,02/21/2017 05:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4487
4632,02/21/2017 05:44,30,Keith Urban,The Fighter (feat. Carrie Underwood),3942
4633,02/21/2017 05:44,40,DJ Khaled,Shining (feat. Beyoncé & JAY Z),3001
4634,02/21/2017 05:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2551
4635,02/21/2017 05:44,60,Future,Draco,2062
4636,02/21/2017 05:44,70,Ed Sheeran,Thinking Out Loud,1634
4637,02/21/2017 05:44,80,Disturbed,The Sound of Silence,1428
4638,02/21/2017 05:44,90,Travis Scott,goosebumps,1363
4639,02/21/2017 05:44,100,MercyMe,Even If,1218
4640,02/21/2017 06:14,1,Ed Sheeran,Shape of You,22567
4641,02/21/2017 06:14,2,Bruno Mars,That’s What I Like,12432
4642,02/21/2017 06:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10710
4643,02/21/2017 06:14,4,Lana Del Rey,Love,10556
4644,02/21/2017 06:14,5,Kygo & Selena Gomez,It Ain't Me,10303
4645,02/21/2017 06:14,10,Bruno Mars,24K Magic,6710
4646,02/21/2017 06:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5884
4647,02/21/2017 06:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4402
4648,02/21/2017 06:14,30,Train,Play That Song,3920
4649,02/21/2017 06:14,40,Kodak Black,Tunnel Vision,2953
4650,02/21/2017 06:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2452
4651,02/21/2017 06:14,60,Future,Draco,2030
4652,02/21/2017 06:14,70,Migos,T-Shirt,1689
4653,02/21/2017 06:14,80,Dierks Bentley,Black,1410
4654,02/21/2017 06:14,90,KYLE,iSpy (feat. Lil Yachty),1336
4655,02/21/2017 06:14,100,Khalid,Location,1218
4656,02/21/2017 06:44,1,Ed Sheeran,Shape of You,22660
4657,02/21/2017 06:44,2,Bruno Mars,That’s What I Like,12483
4658,02/21/2017 06:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10754
4659,02/21/2017 06:44,4,Lana Del Rey,Love,10600
4660,02/21/2017 06:44,5,Kygo & Selena Gomez,It Ain't Me,10345
4661,02/21/2017 06:44,10,Bruno Mars,24K Magic,6738
4662,02/21/2017 06:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5908
4663,02/21/2017 06:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4420
4664,02/21/2017 06:44,30,Train,Play That Song,3936
4665,02/21/2017 06:44,40,Kodak Black,Tunnel Vision,2965
4666,02/21/2017 06:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2462
4667,02/21/2017 06:44,60,Future,Draco,2039
4668,02/21/2017 06:44,70,Migos,T-Shirt,1696
4669,02/21/2017 06:44,80,Dierks Bentley,Black,1416
4670,02/21/2017 06:44,90,KYLE,iSpy (feat. Lil Yachty),1342
4671,02/21/2017 06:44,100,Starley,Call on Me (Ryan Riback Remix),1217
4672,02/21/2017 07:14,1,Ed Sheeran,Shape of You,22650
4673,02/21/2017 07:14,2,Bruno Mars,That’s What I Like,12478
4674,02/21/2017 07:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10750
4675,02/21/2017 07:14,4,Lana Del Rey,Love,10595
4676,02/21/2017 07:14,5,Kygo & Selena Gomez,It Ain't Me,10341
4677,02/21/2017 07:14,10,Bruno Mars,24K Magic,6735
4678,02/21/2017 07:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5906
4679,02/21/2017 07:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4418
4680,02/21/2017 07:14,30,Train,Play That Song,3934
4681,02/21/2017 07:14,40,Kodak Black,Tunnel Vision,2964
4682,02/21/2017 07:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2461
4683,02/21/2017 07:14,60,Future,Draco,2038
4684,02/21/2017 07:14,70,Migos,T-Shirt,1695
4685,02/21/2017 07:14,80,Dierks Bentley,Black,1416
4686,02/21/2017 07:14,90,KYLE,iSpy (feat. Lil Yachty),1341
4687,02/21/2017 07:14,100,Starley,Call on Me (Ryan Riback Remix),1217
4688,02/21/2017 07:44,1,Ed Sheeran,Shape of You,22797
4689,02/21/2017 07:44,2,Bruno Mars,That’s What I Like,12559
4690,02/21/2017 07:44,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10819
4691,02/21/2017 07:44,4,Lana Del Rey,Love,10664
4692,02/21/2017 07:44,5,Kygo & Selena Gomez,It Ain't Me,10408
4693,02/21/2017 07:44,10,Bruno Mars,24K Magic,6779
4694,02/21/2017 07:44,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5944
4695,02/21/2017 07:44,20,Machine Gun Kelly & Camila Cabello,Bad Things,4447
4696,02/21/2017 07:44,30,Train,Play That Song,3960
4697,02/21/2017 07:44,40,Kodak Black,Tunnel Vision,2983
4698,02/21/2017 07:44,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2477
4699,02/21/2017 07:44,60,Future,Draco,2051
4700,02/21/2017 07:44,70,Migos,T-Shirt,1706
4701,02/21/2017 07:44,80,Dierks Bentley,Black,1425
4702,02/21/2017 07:44,90,KYLE,iSpy (feat. Lil Yachty),1350
4703,02/21/2017 07:44,100,Florida Georgia Line,May We All (feat. Tim McGraw),1216
4704,02/21/2017 08:14,1,Ed Sheeran,Shape of You,23267
4705,02/21/2017 08:14,2,Bruno Mars,That’s What I Like,12818
4706,02/21/2017 08:14,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),11043
4707,02/21/2017 08:14,4,Lana Del Rey,Love,10884
4708,02/21/2017 08:14,5,Kygo & Selena Gomez,It Ain't Me,10622
4709,02/21/2017 08:14,10,Bruno Mars,24K Magic,6919
4710,02/21/2017 08:14,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),6067
4711,02/21/2017 08:14,20,Machine Gun Kelly & Camila Cabello,Bad Things,4539
4712,02/21/2017 08:14,30,Train,Play That Song,4042
4713,02/21/2017 08:14,40,Kodak Black,Tunnel Vision,3045
4714,02/21/2017 08:14,50,DJ Snake,Let Me Love You (feat. Justin Bieber),2528
4715,02/21/2017 08:14,60,Future,Draco,2093
4716,02/21/2017 08:14,70,Migos,T-Shirt,1741
4717,02/21/2017 08:14,80,Dierks Bentley,Black,1454
4718,02/21/2017 08:14,90,KYLE,iSpy (feat. Lil Yachty),1378
4719,02/21/2017 08:14,100,Bruno Mars,Perm,1216
4720,02/21/2017 08:50,1,Ed Sheeran,Shape of You,22419
4721,02/21/2017 08:50,2,Bruno Mars,That’s What I Like,12227
4722,02/21/2017 08:50,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10542
4723,02/21/2017 08:50,4,Lana Del Rey,Love,10383
4724,02/21/2017 08:50,5,Kygo & Selena Gomez,It Ain't Me,10175
4725,02/21/2017 08:50,10,Bruno Mars,24K Magic,6543
4726,02/21/2017 08:50,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5862
4727,02/21/2017 08:50,20,LINKIN PARK & Kiiara,Heavy,4447
4728,02/21/2017 08:50,30,Bebe Rexha,I Got You,3864
4729,02/21/2017 08:50,40,Imagine Dragons,Believer,2906
4730,02/21/2017 08:50,50,The Weeknd,Starboy (feat. Daft Punk),2444
4731,02/21/2017 08:50,60,Future,Draco,1992
4732,02/21/2017 08:50,70,Migos,T-Shirt,1639
4733,02/21/2017 08:50,80,twenty one pilots,Stressed Out,1382
4734,02/21/2017 08:50,90,TWICE,Knock Knock,1303
4735,02/21/2017 08:50,100,High Valley,Make You Mine,1215
4736,02/21/2017 09:21,1,Ed Sheeran,Shape of You,22512
4737,02/21/2017 09:21,2,Bruno Mars,That’s What I Like,12278
4738,02/21/2017 09:21,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10585
4739,02/21/2017 09:21,4,Lana Del Rey,Love,10426
4740,02/21/2017 09:21,5,Kygo & Selena Gomez,It Ain't Me,10217
4741,02/21/2017 09:21,10,Bruno Mars,24K Magic,6570
4742,02/21/2017 09:21,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5886
4743,02/21/2017 09:21,20,LINKIN PARK & Kiiara,Heavy,4466
4744,02/21/2017 09:21,30,Bebe Rexha,I Got You,3880
4745,02/21/2017 09:21,40,Imagine Dragons,Believer,2918
4746,02/21/2017 09:21,50,The Weeknd,Starboy (feat. Daft Punk),2454
4747,02/21/2017 09:21,60,Future,Draco,2001
4748,02/21/2017 09:21,70,Migos,T-Shirt,1646
4749,02/21/2017 09:21,80,twenty one pilots,Stressed Out,1388
4750,02/21/2017 09:21,90,TWICE,Knock Knock,1308
4751,02/21/2017 09:21,100,Anna Kendrick & Justin Timberlake,True Colors,1215
4752,02/21/2017 09:51,1,Ed Sheeran,Shape of You,22504
4753,02/21/2017 09:51,2,Bruno Mars,That’s What I Like,12274
4754,02/21/2017 09:51,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10582
4755,02/21/2017 09:51,4,Lana Del Rey,Love,10422
4756,02/21/2017 09:51,5,Kygo & Selena Gomez,It Ain't Me,10213
4757,02/21/2017 09:51,10,Bruno Mars,24K Magic,6568
4758,02/21/2017 09:51,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5884
4759,02/21/2017 09:51,20,LINKIN PARK & Kiiara,Heavy,4464
4760,02/21/2017 09:51,30,Bebe Rexha,I Got You,3879
4761,02/21/2017 09:51,40,Imagine Dragons,Believer,2917
4762,02/21/2017 09:51,50,The Weeknd,Starboy (feat. Daft Punk),2453
4763,02/21/2017 09:51,60,Future,Draco,2000
4764,02/21/2017 09:51,70,Migos,T-Shirt,1645
4765,02/21/2017 09:51,80,twenty one pilots,Stressed Out,1387
4766,02/21/2017 09:51,90,TWICE,Knock Knock,1308
4767,02/21/2017 09:51,100,Anna Kendrick & Justin Timberlake,True Colors,1214
4768,02/21/2017 10:21,1,Ed Sheeran,Shape of You,22496
4769,02/21/2017 10:21,2,Bruno Mars,That’s What I Like,12270
4770,02/21/2017 10:21,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10578
4771,02/21/2017 10:21,4,Lana Del Rey,Love,10419
4772,02/21/2017 10:21,5,Kygo & Selena Gomez,It Ain't Me,10210
4773,02/21/2017 10:21,10,Bruno Mars,24K Magic,6566
4774,02/21/2017 10:21,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5882
4775,02/21/2017 10:21,20,LINKIN PARK & Kiiara,Heavy,4462
4776,02/21/2017 10:21,30,Bebe Rexha,I Got You,3878
4777,02/21/2017 10:21,40,Imagine Dragons,Believer,2916
4778,02/21/2017 10:21,50,The Weeknd,Starboy (feat. Daft Punk),2452
4779,02/21/2017 10:21,60,Future,Draco,1999
4780,02/21/2017 10:21,70,Migos,T-Shirt,1645
4781,02/21/2017 10:21,80,twenty one pilots,Stressed Out,1387
4782,02/21/2017 10:21,90,TWICE,Knock Knock,1307
4783,02/21/2017 10:21,100,Anna Kendrick & Justin Timberlake,True Colors,1214
4784,02/21/2017 10:51,1,Ed Sheeran,Shape of You,22489
4785,02/21/2017 10:51,2,Bruno Mars,That’s What I Like,12266
4786,02/21/2017 10:51,3,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),10575
4787,02/21/2017 10:51,4,Lana Del Rey,Love,10415
4788,02/21/2017 10:51,5,Kygo & Selena Gomez,It Ain't Me,10207
4789,02/21/2017 10:51,10,Bruno Mars,24K Magic,6564
4790,02/21/2017 10:51,15,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5880
4791,02/21/2017 10:51,20,LINKIN PARK & Kiiara,Heavy,4461
4792,02/21/2017 10:51,30,Bebe Rexha,I Got You,3876
4793,02/21/2017 10:51,40,Imagine Dragons,Believer,2915
4794,02/21/2017 10:51,50,The Weeknd,Starboy (feat. Daft Punk),2451
4795,02/21/2017 10:51,60,Future,Draco,1999
4796,02/21/2017 10:51,70,Migos,T-Shirt,1644
4797,02/21/2017 10:51,80,twenty one pilots,Stressed Out,1386
4798,02/21/2017 10:51,90,TWICE,Knock Knock,1307
4799,02/21/2017 10:51,100,Anna Kendrick & Justin Timberlake,True Colors,1213
4800,02/21/2017 11:21,1,Ed Sheeran,Shape of You,22131
